"","DT25.CNAT.1D.June.2022","DT25.CNAT.1H.Sept.2021","DT25.CNAT.2D.August.2022","DT25.CNAT.2D.June.2022","DT25.CNAT.2H.August.2022","DT25.CNAT.2H.June.2022","DT25.CNAT.2H.Sept.2021","DT25.CNAT.3D.June.2022","DT25.CNAT.3H.August.2022","DT25.CNAT.3H.June.2022","DT25.CNAT.3H.Sept.2021","DT25.MCAV.1D.August.2022","DT25.MCAV.1H.August.2022","DT25.MCAV.1H.June.2022","DT25.MCAV.1H.Sept.2021","DT25.MCAV.2D.August.2022","DT25.MCAV.2H.August.2022","DT25.MCAV.2H.June.2022","DT25.MCAV.2H.Sept.2021","DT25.MCAV.3H.August.2022","DT25.MCAV.3H.June.2022","DT25.MCAV.3H.Sept.2021","DT25.OFAV.1H.August.2022","DT25.OFAV.1H.June.2022","DT25.OFAV.1H.Sept.2021","DT25.OFAV.2H.August.2022","DT25.OFAV.2H.June.2022","DT25.OFAV.2H.Sept.2021","DT25.OFAV.3H.August.2022","DT25.OFAV.3H.June.2022","DT25.OFAV.3H.Sept.2021","DT25.OFRA.1H.August.2022","DT25.OFRA.1H.June.2022","DT25.OFRA.1H.Sept.2021","DT25.OFRA.2H.August.2022","DT25.OFRA.2H.June.2022","DT25.OFRA.2H.Sept.2021","DT25.OFRA.3H.August.2022","DT25.OFRA.3H.June.2022","DT25.OFRA.3H.Sept.2021","DT26.CNAT.1H.August.2022","DT26.CNAT.1H.June.2022","DT26.CNAT.1H.Sept.2021","DT26.CNAT.2D.June.2022","DT26.CNAT.2H.August.2022","DT26.CNAT.2H.June.2022","DT26.CNAT.2H.Sept.2021","DT26.CNAT.3D.August.2022","DT26.CNAT.3D.June.2022","DT26.CNAT.3H.August.2022","DT26.CNAT.3H.June.2022","DT26.CNAT.3H.Sept.2021","DT26.MCAV.1H.August.2022","DT26.MCAV.1H.June.2022","DT26.MCAV.1H.Sept.2021","DT26.MCAV.2D.August.2022","DT26.MCAV.2D.June.2022","DT26.MCAV.2H.June.2022","DT26.MCAV.2H.Sept.2021","DT26.MCAV.3H.August.2022","DT26.MCAV.3H.June.2022","DT26.MCAV.3H.Sept.2021","DT26.OFAV.1H.August.2022","DT26.OFAV.1H.June.2022","DT26.OFAV.1H.Sept.2021","DT26.OFAV.2D.August.2022","DT26.OFAV.2H.August.2022","DT26.OFAV.2H.June.2022","DT26.OFAV.2H.Sept.2021","DT26.OFAV.3D.August.2022","DT26.OFAV.3H.August.2022","DT26.OFAV.3H.June.2022","DT26.OFAV.3H.Sept.2021","DT26.OFRA.1H.August.2022","DT26.OFRA.1H.June.2022","DT26.OFRA.1H.Sept.2021","DT26.OFRA.2D.August.2022","DT26.OFRA.2H.August.2022","DT26.OFRA.2H.June.2022","DT26.OFRA.2H.Sept.2021","DT26.OFRA.3D.August.2022","DT26.OFRA.3D.June.2022","DT26.OFRA.3H.August.2022","DT26.OFRA.3H.June.2022","DT26.OFRA.3H.Sept.2021","DT28.CNAT.1D.Febr.2022","DT28.CNAT.1D.June.2022","DT28.CNAT.1H.Febr.2022","DT28.CNAT.1H.June.2022","DT28.CNAT.1H.Sept.2021","DT28.CNAT.2D.June.2022","DT28.CNAT.2H.Febr.2022","DT28.CNAT.2H.June.2022","DT28.CNAT.2H.Sept.2021","DT28.CNAT.3D.June.2022","DT28.CNAT.3H.Febr.2022","DT28.CNAT.3H.June.2022","DT28.CNAT.3H.Sept.2021","DT28.MCAV.1D.Febr.2022","DT28.MCAV.1D.June.2022","DT28.MCAV.1H.Febr.2022","DT28.MCAV.1H.June.2022","DT28.MCAV.1H.Sept.2021","DT28.MCAV.2D.Febr.2022","DT28.MCAV.2H.Febr.2022","DT28.MCAV.2H.Sept.2021","DT28.MCAV.3D.Febr.2022","DT28.MCAV.3H.Febr.2022","DT28.MCAV.3H.Sept.2021","DT28.OFAV.1D.Febr.2022","DT28.OFAV.1D.June.2022","DT28.OFAV.1H.Febr.2022","DT28.OFAV.1H.June.2022","DT28.OFAV.1H.Sept.2021","DT28.OFAV.2D.June.2022","DT28.OFAV.2H.Febr.2022","DT28.OFAV.2H.June.2022","DT28.OFAV.2H.Sept.2021","DT28.OFAV.3D.Febr.2022","DT28.OFAV.3D.June.2022","DT28.OFAV.3H.Febr.2022","DT28.OFAV.3H.June.2022","DT28.OFAV.3H.Sept.2021","DT28.OFRA.1H.Febr.2022","DT28.OFRA.1H.June.2022","DT28.OFRA.1H.Sept.2021","DT28.OFRA.2D.June.2022","DT28.OFRA.2H.Febr.2022","DT28.OFRA.2H.June.2022","DT28.OFRA.2H.Sept.2021","DT28.OFRA.3H.Febr.2022","DT28.OFRA.3H.June.2022","DT28.OFRA.3H.Sept.2021"
"Psychromonadaceae_Prop",0,0,0,9.882888e-06,0,0,0,0,0,0,0,0,0,0,0,0.0001080147,0,0,0,0,0,0,0,0,0,0,0,0.000117906,0,0,0,0,0,0.0005826441,0,0,0.0001107517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002457896,0,0,0,0,0,0.0006957286,0,0,0,0.0003746191,0,0,0.0001077721,0,0,0,0.0004778208,0,0.000170961,0,0,0,0,2.030735e-05,0,0,0.000374865,0,0,6.297116e-05,0,0,0.0002216344,0,0,0,0,0,0,0,0,1.756605e-05,0,0,0,0.000100936,0,0,0,0,8.527379e-05,0,0,0,0,0,0,0,0,0.0001214255,0,0,0.0001622645,0,0,0,1.358247e-05,0,0,0,0,0.000328308,0,0,0,0,0.0001007028,0,0,0,0
"Puniceicoccaceae_Prop",0,0.0002419491,0.001261495,0.002210473,0.00145288,0.002744487,0.01078665,0.001431025,0.002845648,0.0006509015,0.0003201775,0.0001440407,0.001514571,0,0.003005211,0.02037877,0,0.001320607,0.001862167,0.002768536,0.0001600256,0.01237693,0.006032869,0,0.0009472724,0,0,0.001486926,0.002710454,0.0005616697,0.002820679,0.003978341,0,0.003461591,0.001519148,0.0001563496,0.004698202,0.007415009,0.003166311,0.001270584,0.00560326,0,0,0.001090479,0.001641629,0,0.005274239,0.002722189,0.002347312,0.0004261594,0.0007734768,0.008907416,0.003618358,0.0003728764,0.001608989,0.000959404,0.0001145611,0.0006408027,0.0009114369,0.004743397,0.003659802,0.003320947,0.00411606,0,0.01205754,0.003078081,0.00133454,0,0.005987302,0.0002581485,0.005560304,0,0.009871105,0.001651816,0,0.002584111,0.001114771,0.002188413,0.00076092,0.003177159,0.0001842714,0.003040607,0.002469393,0.0007702759,0.001398887,0.007567282,8.293032e-05,0,0,0.0009857805,3.516312e-05,0.0004209577,0,0.00334926,0.0006133821,0,0,0.003523582,0,0,0,0,0.003393897,0,0,0,0.0001395363,0.001008136,0,0.0003290656,0.0003357252,0.001699958,0.0001723211,0.003371156,0.005336699,0.0006087077,9.783984e-05,0.01149397,4.07474e-05,0.001916163,8.180535e-05,0,0.0004103272,0.007518254,0.0006721552,0.005199809,0.009229746,0.002299592,0,0.0005214599,0.0005890783,0.000174861,0.0003981054
"Puniceispirillales Incertae Sedis_Prop",0,0,0,0,0.001157379,0,0,0,0,0,0,0,0,0,0,0.01868654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003275494,0,0,0,0,0,0,0,0,0,0,0,0,0.0002212107,0,0,0,0,0,0,0,0,0,0,0,0,3.448707e-05,0,0,0,0.0002035932,0,0,0,0,0,0,0.0001675357,0,0,0,7.398864e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002444515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.957996e-05,0,0,0,0,0,0,0,0.005120249,0.008786275,0,0,0,0,0,0
"Pyrinomonadaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002152401,0,0
"Reyranellaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001859762
"Rhizobiaceae_Prop",0,0.0005154567,0.1750927,0.02328738,0.002068507,0,0.019725,0.03774924,0,0.0003206647,0.001050723,0.001045629,0.002684049,0.0005576648,0.003366352,0.01143155,0.002859755,0,0.001561293,0,4.667413e-05,0.03079479,0,0,0.02440411,0,0,0.05344416,0,0.0001872232,0.0002076574,0,0,0.01663772,0,7.617032e-05,0.008731894,0.002283675,0.0142694,0.0009025795,0.002255858,0.0003167694,3.097657e-05,0.01208251,0.003469103,0,0.01629761,0.03821315,0.02745591,0,0.0004101771,0.008130721,0.001371167,0.01861274,0.0006408683,0.001504948,0.002660364,0.0001647778,0.03153242,0.002708327,0.01531522,0.01393178,0.001886528,0.0005136511,0.03359472,0.01942611,0.0005700298,0.0001287025,0.02503366,0.006100162,0.00202711,0,0.003307217,0,0,0.006051591,0.02944008,0.0004623408,0,0.05841186,0.001986036,0.01242331,0.001234697,0.0002361147,0,0.00333861,0.5696986,0,0,0.0002430692,0.008552452,0,0,0.05412685,0.03805048,0.004209527,0,0.03509818,7.717029e-05,0.001388723,0,0.0001013566,0.01858969,0.01949925,0.0001358902,0.0006852615,0.005103412,0.0006355642,0,0.006237059,0.0009219915,0.002168313,0.002495209,0.01796896,0.03149734,0,0.0002655653,0.02135445,0.004033992,0.003525739,5.680927e-05,0,6.899306e-05,0.01608709,0,0.003960947,0,0.0006623641,0,0.001090325,0,4.051656e-05,0
"Rhizobiales Incertae Sedis_Prop",0,0,0,0,0.0003447512,0,0.007882178,0,0,0,0,0,0.0006997699,0,0,0.001818247,0.0001593412,0,0,0,0.0001600256,0.002158586,0,0,0.00783868,0,0,0.01089975,0,0,0,0,0.0004869545,0.004067084,0,0,0.000676168,0,0.0006886937,0,0,0,0,0.0008156785,0,0,0.002105493,0,0,0,0,0.0004227582,0.001447343,0,0.0002181679,0,0,0.000595031,0.000790644,0,0,0.0009011107,0,0,0.009488255,0.001094429,0,0,0.003672988,0,0,0,0.00137199,0,0,0.002919182,0.00125834,0,0,0.00766,0,0.0001169464,0,8.902686e-05,0,0.00162533,0,0,0,8.777497e-05,0,0,0,0.006112985,0.0003014929,0,0,0.001743439,0,0,0,0,0.002006776,3.434479e-05,0,0,0,0,0,4.303166e-05,0,0.000823959,0,0.007855489,0.005510983,0,0.0004437735,0.0074326,0,0,0,0,0,0.004694805,0,0.001591198,0,0.0009918478,0,0,0,0,0
"Rhodanobacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006455778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000209409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodobacteraceae_Prop",0,0.0006171454,0.05452001,0.135524,0.007486025,0.003110145,0.0832714,0.06805118,0,0.0002057997,0.0001127386,0.006471163,0.01721626,0.002725865,0.0007480782,0.04716641,0.00145923,0,0.004293556,0.0003600338,0.0002400384,0.01292046,0.0003952569,0,0.03121263,0,0.0001075925,0.02581486,0.0008719678,0.0006430711,0.0007614103,0.004890212,0.01294726,0.06000853,0,0.0001322958,0.05619772,0.0124169,0.01171619,0.001576609,0.01542716,0.01378534,0.0007053127,0.04878368,0.00116153,0.000809209,0.02972065,0.09551579,0.07166593,0.0003238811,0.001394602,0.08881854,0,0.0002485842,0.006572309,0.01053463,0.007981093,0.001061902,0.003508483,0.0009333782,0.002261151,0.00692539,0.0004989164,0.0003826176,0.0726039,0.02022413,0.0001207122,0.0001011234,0.01743007,0.005314492,0.002238776,0.0002288694,0.01687186,0.00167564,0.0009240659,0.01393592,0.1078625,0.0009986561,0.002033783,0.0338041,0.155682,0.04525827,0.0004521425,0.001010261,0.005497684,0.01689006,0.07214283,0.0001860089,2.770177e-05,0.001171458,0.0226763,0.0008268812,0.0008807469,0.04871065,0.06803343,0.0008387403,0.00141758,0.01844375,1.929257e-05,0.001536012,0.0007786807,0.0007094963,0.004360333,0.085716,0.000989281,0.001627496,0.07375787,0.0003232611,0.004779025,0.04217355,0.01718712,0.03628022,0.00305353,0.02574855,0.1067039,0.001242517,0.00327414,0.0679013,0.02316037,0.03366872,0.0002067858,0.0005700661,0.002407495,0.04489941,0.002169843,0.03255137,0.04445799,0.008121603,0.000232772,0.0005510883,0.0008128147,0.0001599338,0.0008572342
"Rhodobiaceae_Prop",0,0,0,0,0.000886503,0,0,0,0,0,0,0,0.0003930215,0,0,0.0004140563,0.002398504,0,0.001284814,0,0,0.000823058,0,0,0.007305839,0,0,0.0003209663,0,0,0,0,0,6.09301e-05,0,0,0,0,0.0004115365,0,0.004293407,0,0,0.0001264956,0,0,0.001235559,0,0,0,0,0.0001081474,0,0.0005981558,0.001758979,0,0.0005643197,0.0008055805,0.005863943,0.001973865,0.0008391902,0,0,0,0.0006638761,0.0002622069,0,0,0.0002451428,0,0,0,0.0001263675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003770845,0,7.912644e-05,0,0.0006423197,2.572343e-05,0,0,0,0.002654857,8.586197e-05,0,0,0,0,0,0,0,0,0,0.001827888,0.0003004898,0,0,0.001772504,1.131872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodocyclaceae_Prop",0,0.0005996129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.144388e-05,0,0,0,5.859673e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007164082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.165983e-05,0,0,0.0005637854,0.001390897,0,0.001005088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rhodospirillaceae_Prop",9.45298e-06,0,0,0.000289898,0,0,0.0001662494,0.0005008586,0,0,0,4.267873e-05,0,0,0,0,0,0,0,0,0,0.0001397646,0,0.0006227115,0.0003078635,0,0,0.003209663,0,0,0.001791045,0,0,0.0006283416,0,0,0.0008044068,8.321083e-05,0.0001679741,0,0,0,0,0,0,0,5.883614e-05,0.0007745139,0.001406304,0,0,0.0004375055,0,0,0,0.002313857,0.0001018321,0,0,0,0,0.0004049936,0.0004677341,0,0.0007156067,0.0001368036,0,0,0.0003822566,0.000218865,0,0,0.0003032819,0,0,0.0002132272,0.003166962,0,0,0.000335125,0.003194038,0.001016534,0.0006782137,0,0,3.166227e-05,0.0003273565,0,0,0,0.001078336,0,0,0.0006850759,0,0,0,0.003349238,0.0005932466,0,0,0,0.001273422,0.001232119,0,0,0.0006770096,0,0,0.000296159,0.0001854005,0.0001474453,0,0.001113177,0.00413474,0,0,0.004369197,0.001057169,0.001052147,0,0,7.988671e-05,0.0005449913,0,0.0008524277,0.0003880374,0,0,0,0,0,0
"Rhodothermaceae_Prop",0,0.0002174035,8.272097e-05,0,0.002043882,0,0.003207636,0.0004770082,0,0.0001579393,0,0,0.0009873466,0,0,0.005202708,0.001190866,0,0.001715796,0,0,0.001599528,0,0,0.002391863,0.002783856,0.00043037,0.009268721,0,0.0002157137,0,0,0.001145775,0.005636034,0,0,0.01117426,0.002653501,0.005509549,0,0.004038713,0.0003695643,0,0.000527792,0,0.0002906314,0.001403662,0,0.000107643,0,0,0.002575875,0,0,0,0,0,0,0.0005216054,0,0,0.0009213604,0,0.0003983416,0.002120955,0.0004788125,0.0003218992,0,0.00342369,0,0,0.0002023338,0.001902733,0,0.001386099,0.002289654,0.0008022971,0,0,0.00426958,0,0.0001979094,0,0,0.0002302695,0.001206684,3.710041e-05,0,0,0.0002430692,7.814026e-05,0.002235085,0,0.00117107,5.198154e-05,0.00218389,0,0.0008441916,0,0,0,0,0.003973758,6.010338e-05,0.006582523,0,0.0003178327,0.0001588911,0,8.606331e-05,0,0.003183084,0,0.01550858,0.002427958,0.00215244,0,0.005233107,0.0001245059,0,0,0,0,0.01229842,0.0004871997,0.006626205,0.04549738,0.0008933424,7.428893e-05,0,0.0002973712,0,0
"Rickettsiaceae_Prop",0,0.0001683124,0.0003860312,6.588592e-05,0,0,0.0002542638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002018822,0,0,0,0,0,5.895299e-05,0.0002836522,0,0,0.00518072,0.02402036,0.0002094472,0,0.004546165,0.0002040162,0,0.0004283339,0,0,0,0,0.000632478,0,0,0.0001428878,0.002243812,0.0004687679,0.0003835434,0,0.0004276739,0,0.0006836066,0,0,0,0,0,0,2.331084e-05,0.001538976,0,0,0.0005259278,0,0,0,0.0177874,0,0,0,0.0004188179,0.001667699,0.002398554,0,0.0004222616,0,7.55325e-05,0,0.001753991,0.0007286663,0.003182387,0.004439731,0.0005238631,0.0002990325,8.293032e-05,0,0,0,0,0,0,0.0007904722,7.277415e-05,0,0,0.001670031,0,0,0.0002088082,7.796663e-05,2.273968e-05,0.0001116206,0,0,0.0001447043,0,0,0,0,8.673253e-05,0,6.957358e-05,5.408816e-05,0,0,0.0002383198,0,2.787146e-05,0,0,0,7.222777e-05,0.004835908,0.0007785506,0,0.0003668478,0.0007527945,0.000388132,0,4.051656e-05,0.0001627292
"Rikenellaceae_Prop",0,0,0,0,0,0,3.911751e-05,0,0,0,0.0009740611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009777201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.903003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001294419,0,0,0,0.000249096,0,0,0,9.511501e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rs-M59 termite group_Prop",0.0001205255,0,0,2.635437e-05,0,0,0,0.02202585,0,0,0,8.535746e-05,0,0,0,0.0005760783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.901141e-05,0,0,0,0,0,0,0.0005093873,0,0,0.0001483052,0,0,0.008854839,0,0.002454955,0,0,0,0,0,0,9.405922e-05,0.002070587,0,0,0,0,0,0,0,6.466326e-05,0,0,0,0,0.002340172,0,0,0.0001408095,0,0,0,0.0001857951,0,0,0,0.0006551872,0.002069052,0,0,0,0,0.0007485553,0,0,0,0.002176206,0,0,0,0,0,0,0,6.430858e-06,0.0009749118,0,0,0,0.0002489997,0,0,0.000837218,0,0,0.001842767,0.0001653572,0,0,0,4.807837e-05,0,0,0,5.432986e-05,0.005434934,0,0,0,3.28308e-05,0,0,0,0,0,0,0,0,0
"Rubinisphaeraceae_Prop",0,0.0002945467,0,0,7.387525e-05,0,0.00926107,0,0,0,0,0,0.0009010736,0,0,0.0005580759,0,0,0,0,0,0.001273411,0,0,0.001385386,0,0,0.003458576,0,0,0,0,0,0.002064007,0,0,0.003147679,0.001386847,0.004451313,0,0,0,0,6.542875e-05,0,0,0.003164544,0,0,0,0,0.0008946742,0,0,0.0008317653,0,0,0,0,0,0,0.0001214981,0,0,0.004802324,0.0001710045,0,0,0.003103758,6.734309e-05,0,0,0.001093981,0,0,0.001157519,0.0006587281,0,0,0.009762148,0,0.0001079506,0,0,0,0.001298153,0,0,0,0,0,0,0,0.002301152,0.0001039631,0,0,0.0001468159,0,0,0,0,0.002069311,0,0,0,0,0,0,9.618841e-05,0,0.000858652,0,0.004275613,0.003762132,0,0,0.005322477,3.848365e-05,0,0,0,9.804278e-05,0.002948206,0,0.001079742,0,0.001243207,0,0,0,0,0
"Rubritaleaceae_Prop",0,0,0.01495871,0.002424602,0.005146642,0.0005628664,0.01196996,0.001222334,0.000711412,0,0,0.0001600452,0.0008052147,0.0002721404,0,0.01002736,0,0,0.0008294369,0,0,0.008447992,0,0,0.01377097,0,2.411556e-05,0.002024053,0,0,0,0,0.001538613,0.008549254,0,0.0001403137,0.07640115,0.001747427,0.01929182,8.134837e-05,0.0006185417,0.000351966,1.667969e-05,0.001832005,0,0,0.005589433,0.0221306,0.06252322,0,0,0.003554118,0,0,0.004349723,0.001203958,0,0,0,0,0,0.001468102,0,0,0.02002837,0.00802581,0.0003286054,3.37078e-05,0.007503864,0,0,0,0.02577535,0.0004129541,0,0.004005625,0.0007516257,0,0.00400602,0.07425848,0,0.002523344,0,0,0.002420708,0.003437115,0.003142623,0,7.079341e-05,0.00218087,0.0005508888,0.0003257411,0,0.004133877,0.001424294,0,0,0.002018719,0,0,0,0,0.002160269,3.863789e-05,0,0,0.001320427,1.0958e-05,0.002795072,0.003156499,0.0009670889,0.01646183,2.757138e-05,0.003579877,0.009020704,0.0008283444,0.002505399,0.02044586,0.0003961553,0.001393573,0.0001454317,0,0.001063946,0.006677785,0.0006405774,0.008257183,0,0.0008152174,0,0,0,0.0001407418,0
"Rubrobacteriaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001335631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003019821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002011176,0,0,0,0,0,0,0,0,0,0,0,0,0,9.054977e-06,0,0,0,6.173064e-05,0,0,0,0,0,0,0.0003436894,0,0,0
"Ruminococcaceae_Prop",0,0,0,0,0,0,0,0,0,0,0.000216458,0,0,0,0,0,0.0018785485,0.001245573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007387774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005675681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005388099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13657e-05,0,0.0003192935,0,0.0005244227,0,0,0.0004533171
"S25-593_Prop",0,0.0001227278,8.272097e-05,0,0,0,0.0004107338,0,0,0.0002536601,0,0,0,0,0,0,0,0,0,0.0006704077,0,0,0.0009153318,0,0,0,0,0,0,0,0,0,0,0,0,9.621514e-05,0,0,4.199352e-05,0.0004648478,0,0.0006218066,0.0001548829,0,0,0,0,0,0,0.0002812652,0.0004570545,0,0,0,0.001199924,0,0,0.0002288581,0.000592983,0,0,0.0001518726,0,0,0,0,0,0,0.0001620436,0,0,0.0001691643,0.0001047045,0,0,0.0002436882,0,0,0.00030213,0,0,0,0,7.354393e-05,0,0.0003236588,0,0,0,0,3.516312e-05,0,0,0,0,0,0,0,0,0,8.700343e-05,0.0001637299,0,4.293098e-05,0,0,3.359208e-05,0,0,0,0,0.0002515243,0.001123534,0,0,0.0002196368,0,0,0,0,0,2.863346e-05,0.000101674,0,4.059998e-05,0,0,0,0,0.0002636928,0,0,0
"Saccharospirillaceae_Prop",0,0,0.003226118,0.008383983,0,0,0.0003422782,0.01307002,0,0,0,0.00067219,0,0,0,0.001008137,0,0,0,0,0,0.0003882349,0,0,0.0001420909,0,0,0,0,0,0,0,0,0.00134427,0,0,0,0,0,0,0,0.01329845,0,0.006909276,0,0,0.00297963,0.02129913,0.01804583,0,0,0,0,0,0,0.004006923,0.00207483,0,0,0,0,0,0,0.0004979271,0,0.0001026027,0,0,0.0001578886,0.0007239382,0,0.0001492626,0.000231072,0,0,0.0003503018,0.0005404949,0,0,0,0.003924299,0.0005577446,0,4.257806e-05,0.0001122564,0,0.001881209,0,0,0.0002430692,0.006001172,0,0,0.0001112516,0.1057824,0,0,0,0,0.0003015914,0,0,0,0.002069273,0,0,0.006658984,0,0,0.00619909,0.0004910607,0.001058137,1.378569e-05,0.0004174415,0.002295742,0,0,0.0006603446,0.002277327,0.007455615,0,0,0.0002687098,0.0001510217,0,3.409711e-05,0,0,0.0002955049,0,0,0,0
"Salinisphaeraceae_Prop",0,0.000199871,0,0,0,0,0,0,0,1.435812e-05,0,0,0.0006805982,0,0,0,0,0,0,0,0,0,0,0,3.552272e-05,0,0.0002448657,0,0,0.0005453894,0,0,0,0,0,0,0.0001807001,0,0.0002855559,0.000852221,0,0,0,0,0,0,0,0,6.597474e-05,0,0,0,0,0,0,0,1.272902e-05,0,0,0,0,0,0,8.910274e-05,0,0,0,0,0,0,0,0,0,0,0.00124548,0,0,0,0,0,0,5.397528e-05,0,0.0002012781,0,0.0006332454,0,6.874242e-05,0,0,0,0.005211857,0,0,0,0.002468745,0,0,3.536972e-05,0,0,7.016997e-05,0,4.293098e-05,0.007213054,0,0,0.001216338,0,4.050038e-05,0,0.003399915,0,0,0,0.00396915,0,0,0.0001810995,0,2.272371e-05,0,2.178728e-05,0.001483952,0,0,0,0.0001732337,0,0,0,0,0
"Sandaracinaceae_Prop",0,0,0,0.0003096638,0,0,0.005329761,0.0008765026,0,0,0.0005185974,0.0001813846,0.0006518405,0,0,0.005634766,0.00231464,0,0,0,0,0.00206541,0,0,0.003575953,0,0,0.008521983,0,0,0,0,0.000969817,0.004676385,0,0,0.01432777,0.01870395,0.005786707,0,0,0,0,0.0008811072,0,0,0.002580385,0,0.0003993208,0,0,0.001809012,0,0,0.003586135,0,4.667306e-05,0,0,0,0,0.001680723,0,0,0.02014476,0.001037427,0,0,0.002833685,0.0001683577,0,0,0.01309528,0,0,0.002162733,0.01466092,0,0.0009455551,0.03074881,0.01180702,0.002069052,0,0.0003754611,0.0006130925,0.0112788,2.400615e-05,0,0,0.0002295653,0,0,0,0.01142379,0.0008628935,0,0,0.002761975,0,0,0,0.0001637299,0.02656563,5.151718e-05,0,0,0.0004883771,0,0,0.0004657544,0,0.004865695,0,0.006558891,0.01475405,0,0,0.009860484,0.0003689903,0.0004668469,1.136185e-05,0.0001015186,0,0.006946998,0,0.002722086,4.157543e-05,0.01584239,0,0,0,0,0
"Sanguibacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001094475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
