"","DT25.CNAT.1D.June.2022","DT25.CNAT.1H.Sept.2021","DT25.CNAT.2D.August.2022","DT25.CNAT.2D.June.2022","DT25.CNAT.2H.August.2022","DT25.CNAT.2H.June.2022","DT25.CNAT.2H.Sept.2021","DT25.CNAT.3D.June.2022","DT25.CNAT.3H.August.2022","DT25.CNAT.3H.June.2022","DT25.CNAT.3H.Sept.2021","DT25.MCAV.1D.August.2022","DT25.MCAV.1H.August.2022","DT25.MCAV.1H.June.2022","DT25.MCAV.1H.Sept.2021","DT25.MCAV.2D.August.2022","DT25.MCAV.2H.August.2022","DT25.MCAV.2H.June.2022","DT25.MCAV.2H.Sept.2021","DT25.MCAV.3H.August.2022","DT25.MCAV.3H.June.2022","DT25.MCAV.3H.Sept.2021","DT25.OFAV.1H.August.2022","DT25.OFAV.1H.June.2022","DT25.OFAV.1H.Sept.2021","DT25.OFAV.2H.August.2022","DT25.OFAV.2H.June.2022","DT25.OFAV.2H.Sept.2021","DT25.OFAV.3H.August.2022","DT25.OFAV.3H.June.2022","DT25.OFAV.3H.Sept.2021","DT25.OFRA.1H.August.2022","DT25.OFRA.1H.June.2022","DT25.OFRA.1H.Sept.2021","DT25.OFRA.2H.August.2022","DT25.OFRA.2H.June.2022","DT25.OFRA.2H.Sept.2021","DT25.OFRA.3H.August.2022","DT25.OFRA.3H.June.2022","DT25.OFRA.3H.Sept.2021","DT26.CNAT.1H.August.2022","DT26.CNAT.1H.June.2022","DT26.CNAT.1H.Sept.2021","DT26.CNAT.2D.June.2022","DT26.CNAT.2H.August.2022","DT26.CNAT.2H.June.2022","DT26.CNAT.2H.Sept.2021","DT26.CNAT.3D.August.2022","DT26.CNAT.3D.June.2022","DT26.CNAT.3H.August.2022","DT26.CNAT.3H.June.2022","DT26.CNAT.3H.Sept.2021","DT26.MCAV.1H.August.2022","DT26.MCAV.1H.June.2022","DT26.MCAV.1H.Sept.2021","DT26.MCAV.2D.August.2022","DT26.MCAV.2D.June.2022","DT26.MCAV.2H.June.2022","DT26.MCAV.2H.Sept.2021","DT26.MCAV.3H.August.2022","DT26.MCAV.3H.June.2022","DT26.MCAV.3H.Sept.2021","DT26.OFAV.1H.August.2022","DT26.OFAV.1H.June.2022","DT26.OFAV.1H.Sept.2021","DT26.OFAV.2D.August.2022","DT26.OFAV.2H.August.2022","DT26.OFAV.2H.June.2022","DT26.OFAV.2H.Sept.2021","DT26.OFAV.3D.August.2022","DT26.OFAV.3H.August.2022","DT26.OFAV.3H.June.2022","DT26.OFAV.3H.Sept.2021","DT26.OFRA.1H.August.2022","DT26.OFRA.1H.June.2022","DT26.OFRA.1H.Sept.2021","DT26.OFRA.2D.August.2022","DT26.OFRA.2H.August.2022","DT26.OFRA.2H.June.2022","DT26.OFRA.2H.Sept.2021","DT26.OFRA.3D.August.2022","DT26.OFRA.3D.June.2022","DT26.OFRA.3H.August.2022","DT26.OFRA.3H.June.2022","DT26.OFRA.3H.Sept.2021","DT28.CNAT.1D.Febr.2022","DT28.CNAT.1D.June.2022","DT28.CNAT.1H.Febr.2022","DT28.CNAT.1H.June.2022","DT28.CNAT.1H.Sept.2021","DT28.CNAT.2D.June.2022","DT28.CNAT.2H.Febr.2022","DT28.CNAT.2H.June.2022","DT28.CNAT.2H.Sept.2021","DT28.CNAT.3D.June.2022","DT28.CNAT.3H.Febr.2022","DT28.CNAT.3H.June.2022","DT28.CNAT.3H.Sept.2021","DT28.MCAV.1D.Febr.2022","DT28.MCAV.1D.June.2022","DT28.MCAV.1H.Febr.2022","DT28.MCAV.1H.June.2022","DT28.MCAV.1H.Sept.2021","DT28.MCAV.2D.Febr.2022","DT28.MCAV.2H.Febr.2022","DT28.MCAV.2H.Sept.2021","DT28.MCAV.3D.Febr.2022","DT28.MCAV.3H.Febr.2022","DT28.MCAV.3H.Sept.2021","DT28.OFAV.1D.Febr.2022","DT28.OFAV.1D.June.2022","DT28.OFAV.1H.Febr.2022","DT28.OFAV.1H.June.2022","DT28.OFAV.1H.Sept.2021","DT28.OFAV.2D.June.2022","DT28.OFAV.2H.Febr.2022","DT28.OFAV.2H.June.2022","DT28.OFAV.2H.Sept.2021","DT28.OFAV.3D.Febr.2022","DT28.OFAV.3D.June.2022","DT28.OFAV.3H.Febr.2022","DT28.OFAV.3H.June.2022","DT28.OFAV.3H.Sept.2021","DT28.OFRA.1H.Febr.2022","DT28.OFRA.1H.June.2022","DT28.OFRA.1H.Sept.2021","DT28.OFRA.2D.June.2022","DT28.OFRA.2H.Febr.2022","DT28.OFRA.2H.June.2022","DT28.OFRA.2H.Sept.2021","DT28.OFRA.3H.Febr.2022","DT28.OFRA.3H.June.2022","DT28.OFRA.3H.Sept.2021"
"A21b_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001336704
"A4b_Prop",0,0,4.82539e-05,0,0,0,0.0008019089,1.192521e-05,0,0,0,0,0,0,0,0.02091884,0,0,0,0,0,0.0008851756,0,0,0.001195931,0,0,0.00255463,0,0,0,0,0,0.005533215,0,0,0.001556352,0.004964913,0.002057682,0,0,0,0,0,0,0,0.0007900853,0.0002164083,0,0,0,0.0002113791,0,0,0.0003817939,0.0003009895,0,0,0,0,0,0.0001923719,0,0,0.0019011,0.003910302,0.0002280119,0,0.0004071864,0,0,0,0.0005812904,0,0,0.0004213775,0.0115193,0,0,0.01073271,0,0.0004407981,0,0,0,0.0004010554,0,0,0,0,0,0,0,0.001651209,0,0,0,0.0006239677,0,0,0,0,0.0005286975,0,0,0,0,0,0,2.278147e-05,0,0,0,0.001619167,0.0004928033,0,0,0.0004964997,0,0,0,0,0,0.004097284,0,0.03685897,0.01487015,0,0,0.0001244393,0,0,0
"AB1_Prop",0,0,0,0,0,0,0,5.366342e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001299851,0,0,0,0,0.0001770901,0,0,0,0,0,0.001172653,0,0,0,0,0,0,0,0,0,2.155442e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.148558e-05,0,0,0,0.000112577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001704855,0,0,0,0,0,0,0
"Abditibacteriaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001452486,0,0,0,0,0,0,0,0,0,0
"Acanthopleuribacteraceae_Prop",0,0,4.136048e-05,0,0,0,0.00298271,0,0,0,0,0,0,0,0,0.001368186,0,0,0,0,0,0.00104047,0,0,0.002178727,0,0,0.001067704,0,0,0,0,0,0.001077701,0,0,0.001428113,0.002477834,0,0,0,0,0,0.02409959,0,0,0.004996869,0.001628757,0,0,0,0.001966317,0,0,0,0,0,0,0,0,0,0.0004859923,0,0,0.005892978,0,0,0,0.007620203,0,0,0,0.003581615,0,0,6.092206e-05,0.001908623,0,0,0.001231693,0,0.0007106745,0,0,0.0001583103,0.0009885664,0,0,0,0.0002937086,0,0,0,0.0176246,0,0,0,0.002110479,0,0,0,0,0.0006821903,0,0,0,0,0,0,3.796911e-05,0.0002405195,0.0002081581,0,0.002744994,0.002854653,0,0,0.00755176,2.490119e-05,9.058223e-05,0,0,0,0.004064453,0,0.001898072,0,0,0,0,0,0,0
"Acaryochloridaceae_Prop",0,0,0,0,0,0,0.002386168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.764699e-05,0,0,0,0,0,0.001676885,0,0,0,0,0,0,0,0,0,0,0.0007558833,0,0,0,0,0,0,0,7.564646e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005776584,0,0,0,3.323971e-05,0,0,0,0,0,0,9.645992e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.487306e-05,0.00795096,0,0,0.0001638449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetobacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004067317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acholeplasmataceae_Prop",0,0,0,0,0,0,6.845564e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.898951e-05,0,0,0,0,0,0,0.0001262834,0,0,0.0001822471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002293949,0,0,0.0002216344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001161988,0,0,0,0,0,0,0,0,0,0
"Acidihalobacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.251137e-05,0,0,0,0,0,0,0
"Acidimicrobiaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0.0004217791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actinomarinaceae_Prop",0,0.000413768,0,0.0005732075,0,0,0.01153967,0.0003279431,0.0004415661,0.001550677,0.0002750821,0,0.001552914,0.0009101089,0.002076562,0,0,0,0.0005854849,0,0.000826799,0.0003105879,0,0.0007597081,0.0002604999,0,3.153573e-05,0,0,0.0007895936,0.0007354532,0,0.007566209,0.0006626148,0,0.002453486,0.0001165807,0.0002958607,0.003166311,0.006856505,0.000181924,0.007244634,0.007779885,0.0008723834,0.001564194,0.00182357,0.0003572194,0.0002391881,0.0002569543,0.0008608419,0.006644869,0.001268274,0,0,0,0.00101584,0.0002376083,0.00311247,0.00263548,0.0009180769,0.003508281,0.003817064,0.0001403202,0.001493781,0.001288954,0.0002394063,0.0001475371,0.0006435125,0.002700726,5.050732e-05,0.001864289,0.002537465,0.003343322,0.0007703181,0.002442748,0.008615394,0,0.002804868,0.003415748,0.000143625,0.0001979211,0.0001574279,0.000730384,0.001896659,0.003148935,0.0006297274,0.0002509733,0.000246664,0.0008279751,0.001097187,0.0003242821,0.003422787,0.006900911,0.0002752014,0.0003742671,0,0.005655157,0.002605983,0,0.0001402751,0,0.001169499,0.001125614,8.586197e-05,0,0.005171583,6.460015e-05,0,0.0004165205,6.328185e-05,0.0006965044,0.003269816,0.01090448,0.002239004,0.0006791069,0.003228661,0.008085764,0.001276004,2.263744e-05,0.0002020681,0.0003817583,0.003188726,0.004883983,0.0001444555,0.006518552,0.001619613,6.929239e-05,0.0002955163,0.001401585,0.007143407,0.003146471,0.0008145962,0.004225147
"Actinomycetaceae_Prop",0,0,0,0,0,0.001285965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.667413e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AEGEAN-169 marine group_Prop",0,0.0004032484,0,8.894599e-05,7.387525e-05,0,0.006884682,6.558863e-05,0.0005887548,0.0003685251,0.0004193874,0,0.002128067,0.0001293782,0.00177991,7.200979e-05,0.000310296,0,0.001325473,0,9.334827e-05,0.0005745877,0.003432494,0,0.0001539318,0,0,9.170466e-05,0.001260676,0,0,0.003252072,0.002074672,0.0001066277,0.0004105807,0.0002124751,8.160648e-05,0.002191218,5.039222e-05,0.0007398828,0,0.0005572795,0.001117539,0,0.000681431,0.001658309,0.0001512929,0.0005467157,9.028123e-05,0.0003238811,0.001535234,0.0003932634,0,0,0.006163244,0.0001693066,9.334612e-05,0.001666087,0.001153023,0.001101692,0.001853212,0.003098201,0.0004209607,0.0002148948,0.0002284768,0.0001710045,0.0001475371,0,0.0003864116,5.611924e-05,0.00316685,0.0005340286,0.0005704589,0.001866235,0.001257533,0.003376097,0,0.0003637081,0.0008924025,0.0001610341,0,0,8.695047e-05,0.000522549,0.0006015791,0.0002251539,4.364754e-06,0,7.079341e-05,4.388749e-05,0.0003242821,0.0009421434,0.001999813,3.51321e-05,0.0001247557,9.495173e-05,0.0007580639,0.002000367,0,0,0.000126155,0.001348823,0.000631026,6.439648e-05,0.0002554737,0.0007495048,6.976816e-05,0.000104101,0.002005875,7.593822e-06,0.000255552,0.0002688708,0.00286053,0.0002087207,0.0002163527,0.001292719,0.0004437735,0.0002134949,1.358247e-05,0,9.316721e-05,0.0004529292,0.001263662,0,0.002336754,0.0005057738,0,0.0001019022,0.0001733408,0.0006399735,0.0003143639,7.037088e-05,0.001397728
"AKAU3564 sediment group_Prop",0,0,0,0,0,0,3.911751e-05,0,0,0,0,7.468778e-05,0,0.006031702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008146742,0,0,0,0,0,0,0,0,0,0,0,0,0.0002654528,0.001599695,0.001040946,0,0,0,0,0,0,0,0.003310822,0,0,3.017619e-05,0,0,0,4.985956e-05,0.0002300889,0,0,0.001072318,0,0,1.015368e-05,0.0009205304,0,0,0,0,0,0,0.000174183,0,0.0001583113,0,0,0,6.751921e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0004093142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009830694,8.828603e-05,0,0,0,0,0.0003151757,0,5.682851e-05,0,0,0,0,0,0,0
"Akkermansiaceae_Prop",0,0,0,3.294296e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000253121,0,0,0,0,0,0,0,0,0,0,8.665198e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0002286719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKYG1722_Prop",0,0,0,0,0,0,5.867626e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003907499,0,0,0,0,0,0,0,0,0.0003122668,0,0,2.331614e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002327877,4.560119e-05,0,0,9.556416e-05,0,0,0,0,0,0,0,5.911663e-05,0,0,0.0001610341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007891356,0,0,0,0,0.0001989722,0,0,0,0,0,0,0,0,0,0,0.0001644466,0,0,0,0.0002283899,0,0,0,0,0,3.28308e-05,0,9.092562e-05,0,0.00015625,0,0,0,0,0
"Alcaligenaceae_Prop",4.72649e-06,7.013016e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.144388e-05,0.0005467157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003784649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcanivoracaceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001240469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alcanivoracaceae1_Prop",0,0,0.0001792288,0,0,0,0,0,0,0,0,0,0.0004026074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001192161,0.0003204219,0,0,0,0,0,0,0,0.0004138614,0.00620383,0,0,0,0.001237747,0,0,0,0,0,0,0,0,0,0.0002802002,0.002285279,0,0.001431727,0,0,0,4.941525e-05,0,0,8.099871e-05,0,0,0,0,0,0,7.894431e-05,0,0,0,0,0,0.0009240659,0.0001218441,0,0,0.0006294375,0,0,0,0,0.000174183,0,0,0,0,0,6.414325e-05,0,0,0,0,0,0,0,0.0002661039,0,8.416505e-05,0,0,0.0001307531,0,0.0005272541,0,0,0,0,0,0,0,0.0005169633,0.0001138477,0.0001081763,0,0,0,0,0,0,0,0,0,0.0003112665,0,0,8.831522e-05,6.108201e-05,0,0,0,0
"Alteromonadaceae_Prop",0.008446237,6.662365e-05,0.003625936,0.01584556,0.003644512,0,0.003833516,0.01962889,0,0,0.000266063,0.0004641312,9.58589e-05,0,0,0.002808382,0,0,0.0008700955,0,0,0.002795291,0.000124818,0.0001868135,0.00183534,0.004744601,0,0.01989991,0,0,0,0,0.001329918,0.0002703773,0,0,0.006674244,0.0001479304,0.0002099676,0.0005384487,0.001491777,0.004293985,0.0003812501,0.009360674,0,0,0.001828123,0.01893003,0.01805972,0,9.375476e-05,0.01714628,0,0,0.001213559,0.00336732,0.001434136,0.0003478643,0.01635096,0.0001377115,0,0.005710409,0.003617144,0.0005293751,0.007996689,0.004731124,0.0003956678,0.0001593459,0.003718692,0.005376223,0.0003663451,0.0002189185,0.002574286,0,0.004395339,0.0006752194,0.001908623,0.0005054926,0,0.0003568864,0.003521631,0.008091794,0.0002608514,0.0009792954,0.0006102142,0.00264204,0.00597753,0,0,0.001151203,0.007954679,0,0.002745858,0.00703813,0.02379715,0,0.0005609673,0.004450358,1.929257e-05,0.0002875639,4.350171e-05,0.0004833931,0.00383732,0.01314976,0,2.141442e-05,0.04848629,0,0,0.1560176,0.001989297,0.001535166,0.004294242,0.004686729,0.0044172,0.0007028377,0.0009469498,0.004210317,0.04949677,0.01393573,1.59066e-05,0,0.0005301572,0.00554184,0.007375663,0.002290189,0,0,0.0003004575,0,0,2.345696e-05,0.0004097289
"Amoebophilaceae_Prop",0,0.001434162,0.009561165,0.004430828,0.1851314,0.05319293,0.0203411,0.001478725,0.03056619,0.04863574,0.01478228,0.0009282624,0.005588574,0.01213925,0.05151421,0.005544754,0.009971402,0.04240951,0.005375076,0.0266425,0.07651891,0.1547504,0.08163095,0.01171943,0.1128912,0.03764229,0.008065728,0.03309228,0.01265929,0.01127409,0.1005235,0.008440862,0.01970734,0.007528675,0.1057964,0.09160884,0.09920434,0.005149826,0.01412662,0.01480928,0.08062873,0.01688264,0.009340628,0.007943051,0.1357442,0.02986665,0.01359955,0.001400959,0.006229405,0.01178757,0.0421662,0.1118195,0.05358979,0.02906882,0.03901115,0.05210881,0.01779516,0.08813783,0.1175259,0.1853138,0.1800762,0.0989298,0.01903678,0.004811548,0.08288967,0.004833727,0.009576501,0.003514804,0.04276704,0.003816108,0.05745105,0.008219396,0.01423259,0.05730532,0.02739654,0.001594127,0.04947217,0.01721757,0.006339135,0.04858007,0.004333791,0.009827999,0.104271,0.01310243,0.007642069,0.007190853,0,0.0002143146,0,8.102305e-05,0.0005157257,0,0,0.2916081,0.03375681,0.2582529,0.01796611,0.06553496,0.0009598055,0.006158076,0.01016635,0.179448,0.03356945,0.002884962,0.05569326,0.02491568,0.0003591768,0.05735967,0.01165161,0.001873143,0.003141786,0.01059004,0.01364783,0.01585645,0.1071246,0.01041392,0.008092752,0.03124969,0.0008240029,0.0001951002,0.003354019,0.00600001,0.02058172,0.04310684,0.08274275,0.00522254,0.0001385848,0.004959239,0.008714917,0.008932963,0.01158049,0.002399007,0.01753117
"Anaerolineaceae_Prop",0,0,0,0,0,0.0006861219,5.867626e-05,0,0,0,0,0,0.001533742,0,0,0.002754375,0,0,0.0002602155,0,0,0,0,0,0.0003433863,0,0,0.0001244563,0,0,0,0,0.0009002521,0.00870158,0,0,0,0.001201934,0.001696538,0,0,0,0,0,0,0,0.0001428878,0,0,0,0,0.000235958,0,0,0,0.00101584,0,0,0,0,0,0.001660474,0,0,0.0007888917,0,0,0,0.001304659,0.0004096705,0,0,0.002361267,0.001072092,0,0.0001167673,0.002930496,0,0,0.000239375,0,0,0,0,0,0.001203166,0,0,0,0.0009520208,0,0,0,3.51321e-05,0,0,0,0.0001376399,0,0,0,0,0.0002671912,0,0,0,0,0,0,0,0,0,0,0.0002150456,8.413714e-05,0,0,0.002730748,0,0,0,0,0,0.003657351,0,0.0002841426,9.700934e-05,0.0003702446,0,0,0,0,0
"Anaeromicrobium_Prop",0.003870995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.331384e-05,0,0,0,0,0.0003695429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02925962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.157543e-05,0,0,0,0,0,0
"Anaeromyxobacteraceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaerovoracaceae_Prop",0,0.0008064969,0.001295962,0.0008631055,0,0,0,0.0008526522,0.00372878,0.002570104,0.002435153,0,0.000603911,0.001155481,0,0,0,0,0.001423053,0.000869047,0.0003600576,0.0002018822,0.003016434,0.0004608065,0,0,0.0007067715,0,0.0006513494,0.001115199,0.002119836,0,0,0,0.001724439,0.000224502,0,0.0003513346,0,0,0,0.002545888,0.003841095,0.001212613,0.0017965,0.0002849328,6.303872e-05,0.0008542433,0.0002291754,0.002054088,0.001089899,0.0002064633,0,0,0,0,0.0001866922,0,0.0003568879,6.120513e-05,0,0.0005264916,0.0005768721,0.001698193,4.310884e-05,0,0.0008986353,4.596518e-05,0,0,0.002206212,0,0,0.0008973809,5.624749e-05,0,0,0.002774045,0,0,0,0.0002653785,0.001373817,0.0002786928,0.000218756,0.0006578716,0.0005914241,0.0004205419,0.00192989,0.001519182,9.376831e-05,0.0002104788,0.001253769,0,0,0.0004431081,0.00190274,0.0001192879,3.858515e-05,0,0.00252745,0.001364416,0.0001591777,9.444817e-05,0.001049073,0,0.0001576244,0.004744815,0.002268941,0,0,0,0,0,0,0.001405675,0.001209021,0,0,0,0,0,0,0.00073541,0.0005052442,0,0,0.001005435,0,0.0001777704,0,3.838411e-05,0
"Anaplasmataceae_Prop",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002101291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001889135,0,0,0,0,0,0,0,0,0,0,0,7.026419e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arcobacteraceae_Prop",0.006165706,0,0.004273917,0.01774637,0,0,0,0.2805882,0,0,0,0.06116396,0.0002971626,5.799714e-05,0,0.004176568,0,0,0.0003415328,0,0,7.764699e-05,0,0.0003611727,0.0001894545,0,0,0.004310119,0,0,0.0002941813,0,0,0.02254033,0,0,0.0001224097,0,0,0.0007166404,0.0003274633,0,0,0.004156907,0.0002632802,0,0.04181989,0.05322505,0.1149037,0.0004687753,0,0.0003588529,0,0,0,0.00459009,0.193638,0,0,0.0007803654,0,0,0,0,0.003931526,6.840179e-05,0,0,0,0.1677348,0,0,0.001552515,0.002469783,0,9.645992e-05,0.05611013,0.0002589108,0,0,0.2366113,0.0469495,0,0.0002554684,0,0.2621284,0.05847024,0.001516377,0,0.0001114067,0.08281696,0,0.003367562,1.756605e-05,0.02493034,0,0,2.752799e-05,0.01551284,0.05363418,0,0.0005067831,0.000142123,0.3410437,2.174244e-05,0,0.2597288,0,0,0.1923009,0.2014551,0,0.0002481424,0,0.09281529,0,0,0.0005014647,0.07203461,0.1693748,0,0.0001379612,0,0.001405158,0.002490132,0.0007217221,0.0002217356,0,0,0,0,0,0
